Order No.,Order Initiation,Customer ID,Product ID,Order Delivery,Export Class,Sale($),Lead Time,Quantity Sold,Discount,Revenue, Net Revenue ,Profit,Rating
3020,29-Feb-20,17830,10000657,03/10/2020,Middle Class,986,217,327,0.3,213962,149773,333,Average
4834,31-Jan-20,16915,10004996,11/07/2020,Premium Class,949,162,187,0,153738,153738,268,Good
4549,18-Jan-20,21130,10003363,13/12/2020,Premium Class,591,330,237,0,195030,195030,114,Good
4846,25-Jan-20,12205,10002305,08/11/2020,Premium Class,838,288,188,0.3,241344,168941,236,Best
3817,07-Apr-20,10240,10000990,30/06/2020,First Class,701,84,44,0,58884,58884,364,Average
3379,28-Feb-20,10510,10001608,27/10/2020,Premium Class,718,242,88,0,173756,173756,464,Best
4794,11-Feb-20,18655,10000112,08/06/2020,First Class,587,118,277,0.3,69266,48486,355,Average
3089,11-Jan-20,14590,10004120,19/08/2020,Middle Class,547,221,263,0.3,120887,84621,267,Good
4562,23-Apr-20,12595,10003476,29/09/2020,First Class,755,159,48,0.3,120045,84032,495,Good
3279,22-Apr-20,18355,10002859,10/06/2020,Middle Class,533,49,335,0,26117,26117,292,Best
4651,27-Mar-20,12265,10001947,14/09/2020,Middle Class,635,171,114,0,108585,108585,109,Good
4087,02-Apr-20,20965,10001982,05/07/2020,First Class,671,94,158,0,63074,63074,65,Best
3976,04-Feb-20,17800,10003484,25/12/2020,First Class,643,325,1,0,208975,208975,17,Best
3650,27-Apr-20,10735,10000007,24/12/2020,Premium Class,956,241,159,0.3,230396,161277,367,Best
4303,30-Mar-20,14380,10000552,24/07/2020,Middle Class,667,116,26,0.3,77372,54160,162,Average
4025,25-Apr-20,13420,10004062,14/10/2020,Premium Class,832,172,234,0.3,143104,100173,169,Good
3825,20-Jan-20,17725,10000321,16/06/2020,First Class,879,148,118,0,130092,130092,125,Best
4706,16-Mar-20,16150,10002134,02/10/2020,Same Day,894,200,370,0,178800,178800,148,Best
3982,10-Apr-20,15835,10004071,14/09/2020,Middle Class,870,157,287,0.3,136590,95613,78,Best
3794,27-Mar-20,20305,10004039,29/12/2020,Middle Class,509,277,230,0,140993,140993,307,Best
4915,24-Feb-20,12430,10001725,02/09/2020,Premium Class,581,191,243,0,110971,110971,87,Best
4763,06-Mar-20,10825,10004269,08/12/2020,Same Day,834,277,216,0,231018,231018,66,Best
4621,09-Feb-20,20740,10003007,05/06/2020,Same Day,800,117,298,0,93600,93600,156,Good
3926,28-Apr-20,12730,10002522,04/10/2020,First Class,987,159,92,0,156933,156933,137,Best
4246,02-Mar-20,14125,10004859,23/07/2020,Premium Class,559,143,281,0,79937,79937,478,Best
3591,18-Jan-20,20545,10002558,31/10/2020,First Class,522,287,372,0,149814,149814,295,Good
4461,23-Apr-20,21235,10001731,11/11/2020,Premium Class,972,202,351,0,196344,196344,301,Average
4182,12-Mar-20,19390,10004782,22/12/2020,First Class,750,285,239,0.3,213750,149625,71,Average
3662,14-Apr-20,19570,10000432,14/06/2020,Middle Class,563,61,149,0,34343,34343,493,Best
3668,28-Mar-20,11980,10004409,06/06/2020,Premium Class,550,70,144,0.3,38500,26950,239,Best
3481,09-Feb-20,13630,10001031,04/09/2020,Middle Class,582,208,143,0.3,121056,84739,40,Good
4999,25-Jan-20,14635,10000476,30/07/2020,First Class,823,187,336,0.3,153901,107731,100,Good
3251,21-Mar-20,17845,10002987,16/12/2020,Middle Class,741,270,382,0.3,200070,140049,43,Best
3971,03-Feb-20,19285,10001571,23/06/2020,Premium Class,736,141,129,0.3,103776,72643,116,Good
3107,17-Feb-20,18325,10003026,17/12/2020,Premium Class,655,304,308,0,199120,199120,450,Good
3847,24-Apr-20,10165,10001034,12/09/2020,Premium Class,516,141,311,0,72756,72756,44,Average
4586,08-Feb-20,15550,10000521,10/06/2020,First Class,980,123,150,0,120540,120540,79,Average
4931,03-Jan-20,15370,10003002,10/10/2020,Premium Class,663,281,266,0,186303,186303,118,Best
3920,22-Jan-20,11470,10000730,03/12/2020,Middle Class,555,316,294,0,175380,175380,489,Best
3544,14-Feb-20,13165,10004983,21/12/2020,Premium Class,529,311,95,0.3,164519,115163,462,Good
3966,13-Feb-20,21550,10001332,04/07/2020,Premium Class,582,142,208,0.3,82644,57851,38,Average
3006,06-Jan-20,10915,10001874,12/11/2020,Premium Class,625,311,337,0.3,194375,136063,200,Best
3503,19-Feb-20,19765,10000494,19/11/2020,Middle Class,594,274,385,0.3,162756,113929,22,Best
4306,24-Feb-20,20365,10003469,22/06/2020,First Class,992,119,379,0.3,118048,82634,416,Good
4685,12-Feb-20,12325,10003179,15/11/2020,First Class,637,277,154,0.3,176449,123514,148,Good
4547,05-Apr-20,19810,10003606,26/06/2020,Premium Class,853,82,169,0.3,69946,48962,399,Good
3674,21-Jan-20,17545,10003298,02/08/2020,Premium Class,729,194,114,0.3,141426,98998,420,Average
3415,26-Apr-20,20695,10003537,10/10/2020,Premium Class,970,167,230,0.3,161990,113393,386,Best
3769,22-Mar-20,15355,10000069,31/10/2020,First Class,949,223,159,0.3,211627,148139,63,Average
4995,12-Feb-20,13900,10004733,29/07/2020,Premium Class,842,168,139,0.3,141456,99019,90,Good
4345,04-Apr-20,13030,10004814,21/10/2020,Premium Class,661,200,37,0.3,132200,92540,168,Good
3264,01-Feb-20,19195,10002301,08/07/2020,Premium Class,642,158,285,0,101436,101436,405,Good
4120,24-Apr-20,20875,10004318,12/07/2020,Premium Class,940,79,277,0,74260,74260,23,Good
3578,05-Mar-20,19105,10004164,24/07/2020,Premium Class,534,141,37,0.3,75294,52706,495,Good
3574,18-Apr-20,19735,10001539,07/07/2020,Premium Class,690,80,301,0.3,55200,38640,423,Best
3481,08-Feb-20,21895,10002789,25/06/2020,Premium Class,778,138,322,0,107364,107364,329,Average
3238,29-Jan-20,13285,10004828,31/10/2020,Premium Class,591,276,295,0.3,163116,114181,215,Best
4890,15-Mar-20,12340,10001770,13/10/2020,Premium Class,619,212,387,0.3,131228,91860,135,Average
3731,23-Feb-20,11020,10004904,25/09/2020,Premium Class,806,215,281,0.3,173290,121303,287,Best
3515,04-Apr-20,17020,10002396,14/11/2020,Middle Class,689,224,297,0.3,154336,108035,89,Best
4405,14-Mar-20,12250,10002331,02/06/2020,Middle Class,583,80,171,0,46640,46640,295,Average
4666,24-Feb-20,10795,10001090,28/07/2020,Premium Class,708,155,73,0.3,109740,76818,156,Average
3861,28-Jan-20,11245,10004218,11/07/2020,Premium Class,695,165,157,0.3,114675,80273,467,Good
3185,07-Feb-20,12865,10001619,15/08/2020,Middle Class,524,190,324,0,99560,99560,321,Good
3952,14-Apr-20,11785,10000246,08/12/2020,Premium Class,895,238,54,0,213010,213010,327,Best
4261,06-Mar-20,17110,10001461,07/11/2020,Premium Class,986,246,327,0.3,242556,169789,159,Good
4680,18-Apr-20,15730,10004165,23/09/2020,Middle Class,671,158,322,0,106018,106018,394,Good
3326,12-Apr-20,14020,10001028,30/12/2020,Premium Class,912,262,296,0,238944,238944,47,Best
4119,07-Mar-20,19495,10003535,19/11/2020,Same Day,924,257,228,0,237468,237468,95,Best
3466,28-Feb-20,11920,10001085,23/09/2020,First Class,696,208,39,0,144768,144768,107,Good
4604,21-Mar-20,14935,10003481,17/11/2020,Same Day,605,241,362,0.3,145805,102064,145,Best
3832,31-Jan-20,18130,10002606,14/08/2020,Premium Class,861,196,312,0.3,168756,118129,487,Best
3952,11-Apr-20,14440,10003731,25/08/2020,Premium Class,690,136,227,0,93840,93840,78,Best
4338,26-Jan-20,19015,10001962,31/12/2020,Premium Class,580,340,399,0,197200,197200,115,Average
4411,30-Apr-20,11110,10003798,12/07/2020,Premium Class,558,73,46,0.3,40734,28514,467,Average
4784,05-Jan-20,21325,10002704,06/08/2020,Premium Class,973,214,205,0,208222,208222,308,Good
4746,03-Feb-20,18820,10002942,03/11/2020,Premium Class,590,274,242,0.3,161660,113162,283,Average
3203,02-Feb-20,15175,10001016,27/09/2020,Premium Class,525,238,63,0,124950,124950,439,Good
4021,12-Jan-20,11650,10001553,22/10/2020,Middle Class,903,284,110,0,256452,256452,169,Best
3884,07-Mar-20,14095,10001215,30/11/2020,Premium Class,553,268,27,0,148204,148204,233,Average
3564,30-Mar-20,10885,10002499,02/09/2020,Premium Class,682,156,376,0.3,106392,74474,252,Good
4448,04-Mar-20,14725,10003215,17/12/2020,Premium Class,732,288,83,0.3,210816,147571,161,Average
4301,10-Feb-20,12760,10002945,25/09/2020,Premium Class,826,228,98,0.3,188328,131830,175,Average
3869,09-Jan-20,13105,10002766,21/07/2020,Middle Class,549,194,187,0,106506,106506,186,Best
3454,02-Feb-20,11260,10004434,19/10/2020,First Class,700,260,96,0,182000,182000,304,Average
4257,28-Feb-20,20125,10000711,09/06/2020,Same Day,758,102,167,0,77316,77316,376,Best
4779,27-Apr-20,12445,10001120,20/10/2020,Premium Class,582,176,263,0.3,102432,71702,319,Average
3356,05-Feb-20,10780,10004655,04/08/2020,Premium Class,757,181,77,0.3,137017,95912,9,Average
3708,21-Mar-20,16945,10004360,24/10/2020,Middle Class,748,217,158,0,162316,162316,319,Best
4087,07-Apr-20,14740,10000199,12/10/2020,Same Day,973,188,146,0,182924,182924,364,Average
4217,25-Feb-20,18910,10001127,07/09/2020,Premium Class,515,195,229,0,100425,100425,410,Good
4749,12-Apr-20,20005,10001227,16/11/2020,First Class,617,218,28,0.3,134506,94154,224,Average
3898,04-Jan-20,10765,10000229,06/10/2020,Middle Class,792,276,390,0.3,218592,153014,36,Good
3534,04-Feb-20,19135,10002853,19/10/2020,First Class,885,258,343,0.3,228330,159831,435,Average
4124,01-Feb-20,16840,10004022,02/10/2020,Premium Class,889,244,294,0.3,216916,151841,324,Average
3243,10-Mar-20,15595,10004248,22/07/2020,Middle Class,826,134,198,0.3,110684,77479,124,Average
3783,03-Feb-20,13735,10001363,18/11/2020,Premium Class,720,289,104,0.3,208080,145656,27,Average
4153,05-Apr-20,18745,10003876,21/11/2020,Premium Class,910,230,159,0.3,209300,146510,295,Good
3432,17-Apr-20,15040,10004007,02/07/2020,Premium Class,651,76,38,0.3,49476,34633,421,Good
4546,29-Apr-20,17365,10003894,26/07/2020,First Class,910,88,175,0.3,80080,56056,64,Good
3329,09-Feb-20,14530,10001570,01/10/2020,Middle Class,582,235,25,0.3,136770,95739,221,Best
3966,26-Jan-20,16210,10003930,29/07/2020,Premium Class,805,185,312,0.3,148925,104248,415,Average
3267,10-Feb-20,11335,10000232,24/10/2020,First Class,594,257,354,0,152658,152658,83,Average
3694,04-Apr-20,20050,10001972,04/09/2020,First Class,661,153,341,0,101133,101133,298,Good
3088,12-Mar-20,19630,10004587,07/12/2020,Premium Class,608,270,328,0.3,164160,114912,308,Average
3430,17-Jan-20,20110,10001366,02/11/2020,Premium Class,763,290,309,0,221270,221270,479,Best
3523,08-Jan-20,10075,10000216,05/10/2020,Premium Class,877,271,66,0,237667,237667,11,Average
4735,07-Feb-20,15535,10001047,30/12/2020,Middle Class,740,327,270,0,241980,241980,189,Good
4952,22-Jan-20,15760,10003720,09/06/2020,Middle Class,800,139,197,0,111200,111200,476,Best
4187,22-Apr-20,19300,10003246,30/12/2020,Premium Class,996,252,49,0,250992,250992,247,Best
4143,29-Apr-20,12040,10000175,15/08/2020,Premium Class,704,108,24,0,76032,76032,289,Good
4600,15-Jan-20,19270,10000556,26/09/2020,Middle Class,703,255,113,0,179265,179265,205,Best
3207,03-Feb-20,16255,10003237,23/10/2020,First Class,937,263,23,0,246431,246431,418,Good
3575,07-Feb-20,16360,10003068,08/12/2020,Premium Class,817,305,339,0,249185,249185,188,Good
4671,11-Mar-20,14255,10004053,27/10/2020,Premium Class,734,230,379,0,168820,168820,61,Best
4701,29-Apr-20,20275,10000565,26/09/2020,Premium Class,765,150,342,0,114750,114750,344,Best
4535,26-Mar-20,15970,10000414,02/09/2020,Middle Class,583,160,82,0,93280,93280,252,Good
3906,23-Apr-20,12925,10002998,07/07/2020,First Class,657,75,101,0,49275,49275,328,Average
3083,23-Jan-20,16990,10004690,09/12/2020,Premium Class,994,321,200,0,319074,319074,220,Average
4516,31-Jan-20,21190,10002445,17/10/2020,First Class,589,260,343,0,153140,153140,483,Good
3907,14-Jan-20,11800,10003546,19/10/2020,Premium Class,808,279,174,0,225432,225432,230,Average
4653,02-Mar-20,19690,10003392,26/06/2020,First Class,644,116,213,0,74704,74704,250,Good
3454,22-Jan-20,21580,10003217,12/11/2020,Premium Class,714,295,173,0,210630,210630,456,Average
4030,04-Mar-20,10630,10001932,08/06/2020,Premium Class,506,96,358,0,48576,48576,412,Best
3131,28-Mar-20,21340,10001761,02/09/2020,Premium Class,619,158,3,0,97802,97802,318,Average
3907,22-Mar-20,20155,10003567,28/06/2020,Middle Class,605,98,338,0,59290,59290,147,Good
4071,03-Mar-20,18235,10003022,20/12/2020,Middle Class,957,292,168,0,279444,279444,417,Best
4495,02-Jan-20,19585,10004442,04/09/2020,Premium Class,717,246,372,0,176382,176382,384,Good
3763,24-Apr-20,19945,10000129,01/10/2020,Premium Class,777,160,92,0,124320,124320,241,Average
4451,04-Feb-20,17815,10004948,07/06/2020,Middle Class,591,124,320,0,73284,73284,417,Good
4052,03-Apr-20,21790,10001725,07/11/2020,Middle Class,900,218,370,0,196200,196200,248,Best
4840,01-Apr-20,15880,10000213,17/09/2020,Premium Class,720,169,221,0,121680,121680,496,Average
3305,02-Jan-20,16225,10000807,20/11/2020,Premium Class,562,323,395,0,181526,181526,28,Average
3877,03-Jan-20,14770,10003805,29/12/2020,Premium Class,619,361,286,0,223459,223459,491,Average
3163,03-Jan-20,13255,10004353,20/12/2020,Premium Class,787,352,277,0,277024,277024,144,Good
4243,28-Apr-20,10390,10004206,17/09/2020,Premium Class,978,142,166,0,138876,138876,134,Average
4071,10-Jan-20,15445,10003388,14/07/2020,Premium Class,509,186,6,0,94674,94674,216,Best
3346,15-Apr-20,15430,10000193,03/10/2020,Premium Class,608,171,277,0,103968,103968,161,Good
4801,10-Jan-20,19250,10002111,20/10/2020,Middle Class,889,284,88,0,252476,252476,32,Average
4733,01-May-20,17500,10000885,20/08/2020,Premium Class,980,111,171,0,108780,108780,24,Good
4446,29-Feb-20,18640,10002709,31/10/2020,First Class,986,245,146,0,241570,241570,350,Average
4369,13-Jan-20,13300,10003424,06/07/2020,First Class,608,175,249,0,106400,106400,307,Average
4869,22-Apr-20,18595,10003718,11/10/2020,Premium Class,635,172,132,0,109220,109220,278,Average
3346,03-Jan-20,17650,10002508,09/06/2020,Premium Class,668,158,31,0,105544,105544,196,Good
4562,07-Mar-20,21160,10004052,23/09/2020,Premium Class,976,200,159,0.3,195200,136640,415,Good
4841,18-Mar-20,11620,10003134,28/06/2020,Middle Class,854,102,325,0.3,87108,60976,193,Average
4758,01-Mar-20,12160,10000719,12/10/2020,Middle Class,975,225,334,0,219375,219375,13,Good
4982,13-Apr-20,20560,10003893,13/06/2020,First Class,543,61,189,0,33123,33123,80,Best
3596,16-Jan-20,14005,10001943,23/09/2020,Premium Class,619,251,272,0.3,155369,108758,40,Average
3564,28-Feb-20,14305,10000749,17/11/2020,Premium Class,861,263,311,0,226443,226443,458,Best
4476,26-Feb-20,17710,10003228,16/07/2020,Middle Class,684,141,394,0.6,96444,38578,90,Good
3238,18-Mar-20,12100,10001542,19/06/2020,Premium Class,992,93,122,0.3,92256,64579,278,Good
3981,10-Mar-20,13540,10004877,14/08/2020,First Class,928,157,165,0.3,145696,101987,500,Good
4739,20-Feb-20,11395,10001305,18/10/2020,Premium Class,953,241,106,0,229673,229673,79,Average
3707,29-Feb-20,12745,10000483,03/11/2020,Middle Class,742,248,63,0,184016,184016,455,Best
4331,03-Jan-20,11485,10000487,30/08/2020,Premium Class,667,240,57,0.3,160080,112056,264,Good
4479,25-Feb-20,19045,10002018,20/11/2020,Premium Class,564,269,218,0.3,151716,106201,197,Best
4804,30-Mar-20,18985,10004381,12/11/2020,Premium Class,638,227,196,0.3,144826,101378,383,Best
3289,19-Feb-20,18520,10001453,06/06/2020,Premium Class,914,108,226,0.3,98712,69098,105,Best
4904,05-Mar-20,13495,10001212,01/08/2020,Premium Class,871,149,91,0,129779,129779,174,Average
4012,31-Jan-20,12355,10000201,09/10/2020,Premium Class,865,252,357,0,217980,217980,301,Good
4651,28-Feb-20,14275,10004396,22/06/2020,Same Day,836,115,3,0.3,96140,67298,175,Average
3581,28-Feb-20,18340,10002467,16/06/2020,Premium Class,825,109,135,0.3,89925,62948,243,Average
3229,31-Jan-20,10315,10002813,24/12/2020,Premium Class,557,328,272,0,182696,182696,187,Average
3258,21-Jan-20,13565,10000752,26/08/2020,Premium Class,847,218,358,0,184646,184646,229,Average
3212,14-Apr-20,10720,10004845,30/07/2020,First Class,709,107,16,0.3,75863,53104,342,Good
4551,14-Feb-20,18940,10000840,14/08/2020,First Class,696,182,46,0.3,126672,88670,55,Best
3576,12-Mar-20,10435,10001231,26/10/2020,Same Day,963,228,127,0,219564,219564,297,Best
3799,27-Mar-20,12055,10004875,23/07/2020,Premium Class,577,118,313,0,68086,68086,250,Average
3110,31-Jan-20,14830,10001802,14/09/2020,Premium Class,657,227,119,0.3,149139,104397,314,Average
3625,07-Apr-20,11530,10003356,11/08/2020,Premium Class,689,126,290,0,86814,86814,448,Good
3539,24-Feb-20,13550,10002670,30/09/2020,Premium Class,569,219,316,0.3,124611,87228,380,Good
3562,25-Mar-20,20755,10003485,08/07/2020,Premium Class,523,105,266,0.3,54915,38441,391,Average
3066,11-Jan-20,20620,10000390,26/09/2020,Premium Class,774,259,296,0,200466,200466,241,Average
3682,10-Feb-20,11170,10002764,02/09/2020,Middle Class,698,205,358,0,143090,143090,154,Best
3283,14-Mar-20,16480,10000143,31/07/2020,Premium Class,801,139,35,0,111339,111339,103,Average
4030,25-Jan-20,11695,10000045,09/11/2020,Middle Class,730,289,227,0.3,210970,147679,476,Good
3346,30-Apr-20,14680,10000136,24/09/2020,Middle Class,634,147,392,0.3,93198,65239,80,Average
4930,02-Mar-20,14155,10004522,25/06/2020,First Class,559,115,231,0.3,64285,45000,364,Best
4587,01-Apr-20,18700,10002584,23/12/2020,Premium Class,785,266,127,0.3,208810,146167,302,Average
3027,10-Mar-20,18115,10004626,29/08/2020,Middle Class,734,172,218,0.3,126248,88374,444,Good
4596,18-Apr-20,15700,10000562,25/10/2020,Premium Class,737,190,284,0,140030,140030,99,Best
3367,06-Jan-20,20950,10001025,23/08/2020,Premium Class,802,230,354,0.3,184460,129122,344,Good
3769,24-Apr-20,12220,10004178,10/12/2020,Premium Class,801,230,117,0,184230,184230,93,Good
4327,30-Jan-20,19225,10003797,03/07/2020,First Class,544,155,242,0,84320,84320,95,Best
4051,23-Mar-20,12850,10003448,27/06/2020,First Class,677,96,238,0.3,64992,45494,222,Best
3576,05-Mar-20,11770,10000938,12/08/2020,Premium Class,852,160,54,0.3,136320,95424,48,Best
3035,12-Jan-20,14500,10004737,04/09/2020,Premium Class,983,236,100,0.3,231988,162392,416,Best
3252,28-Jan-20,21355,10001691,06/10/2020,First Class,855,252,397,0.3,215460,150822,475,Best
4931,18-Apr-20,16180,10003173,20/09/2020,Premium Class,792,155,293,0.3,122760,85932,288,Good
4110,19-Feb-20,13975,10000305,18/11/2020,First Class,992,273,308,0.3,270816,189571,153,Average
3634,02-Jan-20,19255,10002583,12/06/2020,Middle Class,902,162,189,0.3,146124,102287,359,Good
3232,11-Apr-20,21535,10003876,06/08/2020,Premium Class,989,117,329,0,115713,115713,285,Good
3114,25-Mar-20,12460,10003063,16/07/2020,Premium Class,846,113,35,0,95598,95598,360,Average
3400,08-Jan-20,14965,10003302,28/07/2020,Premium Class,648,202,384,0,130896,130896,230,Average
3928,11-Mar-20,16825,10000423,17/12/2020,First Class,624,281,63,0.3,175344,122741,499,Good
3911,13-Mar-20,17575,10004992,07/10/2020,First Class,976,208,362,0.3,203008,142106,206,Average
3402,27-Feb-20,17095,10004099,15/12/2020,Premium Class,900,292,365,0.3,262800,183960,353,Average
3080,04-Apr-20,14170,10001215,16/09/2020,First Class,604,165,216,0.3,99660,69762,215,Average
3440,29-Mar-20,14545,10003870,25/10/2020,Premium Class,548,210,260,0,115080,115080,44,Good
4839,28-Jan-20,12085,10000275,31/07/2020,Middle Class,644,185,320,0,119140,119140,412,Best
4138,15-Feb-20,14260,10003192,23/07/2020,Premium Class,531,159,153,0,84429,84429,313,Average
4626,19-Mar-20,17005,10000859,23/12/2020,Premium Class,570,279,71,0,159030,159030,10,Good
4173,13-Apr-20,10255,10000614,24/11/2020,Premium Class,920,225,24,0,207000,207000,108,Good
4313,18-Mar-20,17935,10000089,19/08/2020,Premium Class,881,154,249,0.3,135674,94972,330,Average
3349,25-Jan-20,15350,10001771,12/09/2020,Same Day,534,231,80,0.3,123354,86348,443,Best
3452,11-Feb-20,15190,10002044,13/11/2020,First Class,557,276,283,0.3,153732,107612,148,Good
4516,04-Jan-20,12115,10001086,29/09/2020,First Class,682,269,54,0.3,183458,128421,448,Average
4584,05-Mar-20,10045,10000048,30/08/2020,Premium Class,992,178,236,0,176576,176576,40,Average
4936,01-May-20,11290,10002109,28/06/2020,Premium Class,995,58,321,0,57710,57710,242,Best
4651,15-Jan-20,18370,10003036,20/06/2020,Premium Class,605,157,167,0.3,94985,66490,107,Good
3947,07-Feb-20,13535,10001870,12/06/2020,Middle Class,818,126,117,0,103068,103068,91,Best
4287,31-Mar-20,16465,10002182,11/06/2020,Premium Class,513,72,128,0,36936,36936,158,Average
4542,17-Mar-20,14860,10001468,10/07/2020,Premium Class,840,115,160,0.3,96600,67620,59,Best
4867,17-Feb-20,10600,10004010,16/06/2020,Premium Class,885,120,111,0.3,106200,74340,376,Average
4974,02-Mar-20,20035,10003572,01/11/2020,Premium Class,860,244,30,0.3,209840,146888,123,Average
3882,24-Feb-20,17890,10003994,30/07/2020,Premium Class,767,157,129,0,120419,120419,38,Good
3640,17-Mar-20,16120,10001545,10/06/2020,Same Day,956,85,110,0.3,81260,56882,479,Good
3997,02-Mar-20,18955,10004245,30/11/2020,Middle Class,864,273,101,0,235872,235872,368,Average
3876,03-Jan-20,21880,10002592,07/06/2020,Middle Class,672,156,268,0,104832,104832,270,Good
3337,12-Apr-20,16375,10000914,13/09/2020,Same Day,846,154,163,0,130284,130284,114,Good
3304,17-Jan-20,10105,10003498,28/11/2020,Middle Class,638,316,220,0,201608,201608,41,Good
4188,01-May-20,14905,10003329,18/07/2020,Premium Class,984,78,203,0,76752,76752,455,Good
4744,20-Apr-20,11305,10000747,16/09/2020,Middle Class,917,149,240,0,136633,136633,459,Best
4114,21-Mar-20,20815,10004100,28/09/2020,Middle Class,796,191,380,0,152036,152036,258,Good
4354,23-Jan-20,19540,10000636,07/12/2020,First Class,591,319,11,0,188529,188529,477,Best
3726,29-Jan-20,12835,10003174,25/08/2020,Premium Class,621,209,385,0,129789,129789,93,Good
4232,26-Jan-20,20530,10001497,30/08/2020,Premium Class,824,217,305,0.3,178808,125166,170,Good
4253,14-Apr-20,17920,10001952,19/08/2020,Premium Class,775,127,262,0.3,98425,68898,308,Average
4606,06-Apr-20,19030,10004661,03/08/2020,Premium Class,773,119,400,0.3,91987,64391,42,Good
4180,01-Apr-20,20440,10001826,10/07/2020,Middle Class,675,100,293,0,67500,67500,491,Good
4029,27-Jan-20,21085,10001031,20/09/2020,Same Day,640,237,339,0,151680,151680,374,Good
3875,23-Feb-20,17425,10003176,19/06/2020,Premium Class,704,117,377,0,82368,82368,1,Good
4540,20-Mar-20,17320,10002647,08/07/2020,Middle Class,863,110,262,0.3,94930,66451,47,Average
3271,10-Mar-20,18610,10002114,09/09/2020,Premium Class,561,183,315,0,102663,102663,318,Best
4017,20-Mar-20,18085,10001593,25/06/2020,Same Day,574,97,140,0,55678,55678,36,Good
4266,18-Apr-20,16495,10004803,22/06/2020,Premium Class,761,65,131,0,49465,49465,191,Good
4311,11-Feb-20,16390,10001801,23/08/2020,Same Day,757,194,146,0,146858,146858,66,Average
4363,11-Feb-20,18685,10000127,23/12/2020,Same Day,783,316,119,0,247428,247428,253,Good
3533,08-Jan-20,12505,10001564,14/07/2020,First Class,850,188,85,0.3,159800,111860,232,Good
3703,27-Jan-20,17770,10004595,25/07/2020,First Class,951,180,350,0.3,171180,119826,76,Good
4651,27-Jan-20,12655,10002874,26/10/2020,First Class,819,273,350,0.3,223587,156511,314,Good
4616,14-Feb-20,12640,10003489,26/07/2020,Premium Class,765,163,364,0,124695,124695,53,Best
3718,19-Feb-20,21370,10002073,23/09/2020,Middle Class,669,217,370,0,145173,145173,243,Average
4112,18-Jan-20,15220,10004006,16/09/2020,Same Day,532,242,79,0,128744,128744,152,Best
4660,29-Mar-20,15790,10000279,11/08/2020,Premium Class,959,135,234,0,129465,129465,401,Average
3030,06-Jan-20,19000,10000300,11/08/2020,Premium Class,956,218,175,0,208408,208408,316,Best
3219,10-Mar-20,10540,10004308,26/09/2020,Premium Class,851,200,113,0,170200,170200,292,Average
3896,06-Feb-20,10855,10004080,11/07/2020,Same Day,678,156,244,0,105768,105768,117,Best
4280,07-Jan-20,21400,10001260,19/09/2020,Middle Class,711,256,200,0,182016,182016,48,Best
3178,07-Jan-20,18925,10004946,17/06/2020,Middle Class,773,162,167,0,125226,125226,73,Average
4921,17-Feb-20,14425,10002109,24/11/2020,Middle Class,542,281,205,0,152302,152302,489,Average
3116,16-Jan-20,18175,10004255,23/09/2020,Same Day,689,251,344,0,172939,172939,427,Average
4880,06-Feb-20,15655,10003095,27/10/2020,Premium Class,943,264,250,0,248952,248952,195,Good
3483,17-Jan-20,11890,10000820,01/09/2020,Premium Class,872,228,208,0.3,198816,139171,302,Best
3579,08-Jan-20,13270,10002930,26/06/2020,Premium Class,822,170,210,0.3,139740,97818,148,Good
4367,09-Mar-20,15085,10003205,16/07/2020,Middle Class,676,129,321,0.3,87204,61043,31,Average
4632,10-Jan-20,11425,10002368,12/10/2020,Premium Class,975,276,182,0,269100,269100,483,Best
4055,01-Mar-20,10150,10003230,11/11/2020,Middle Class,590,255,125,0,150450,150450,119,Best
4465,21-Jan-20,16075,10000295,03/08/2020,Premium Class,828,195,207,0,161460,161460,273,Best
4404,21-Jan-20,13750,10004884,13/11/2020,Premium Class,854,297,333,0,253638,253638,495,Good
4819,21-Mar-20,20470,10002240,07/10/2020,Middle Class,864,200,105,0,172800,172800,497,Average
4458,27-Mar-20,12190,10001057,16/10/2020,Premium Class,836,203,141,0.3,169708,118796,400,Average
3758,25-Mar-20,10840,10002073,22/06/2020,Premium Class,750,89,312,0,66750,66750,446,Best
3116,02-Jan-20,18100,10003278,21/06/2020,Premium Class,660,171,300,0,112860,112860,327,Average
4450,01-Mar-20,21460,10002070,01/09/2020,Premium Class,855,184,338,0.3,157320,110124,467,Average
4540,30-Jan-20,21805,10000277,08/09/2020,Premium Class,630,222,313,0,139860,139860,175,Best
3875,16-Apr-20,18295,10004420,31/12/2020,Premium Class,752,259,263,0,194768,194768,35,Average
3525,07-Jan-20,19480,10004094,16/09/2020,Premium Class,857,253,308,0,216821,216821,493,Average
4941,14-Apr-20,13390,10002790,11/09/2020,Premium Class,720,150,371,0,108000,108000,20,Good
3721,19-Apr-20,17395,10001634,21/08/2020,Premium Class,665,124,373,0,82460,82460,32,Good
4825,14-Feb-20,15385,10001837,10/11/2020,Premium Class,987,270,118,0,266490,266490,172,Best
4830,21-Mar-20,15160,10003896,29/08/2020,Premium Class,861,161,293,0,138621,138621,359,Best
4263,10-Feb-20,17275,10002897,26/10/2020,Middle Class,672,259,175,0.3,174048,121834,116,Average
4957,25-Mar-20,18400,10001243,23/11/2020,Premium Class,924,243,202,0.3,224532,157172,20,Good
4934,07-Mar-20,21280,10003806,15/10/2020,Premium Class,847,222,200,0.3,188034,131624,9,Best
